row,x,y
83,-106.9165215,31.5835095
84,-106.7498545,31.5835095
85,-106.5831875,31.5835095
86,-116.4165405,31.4168425
87,-116.2498735,31.4168425
88,-116.0832065,31.4168425
89,-115.7498725,31.4168425
90,-115.0832045,31.4168425
91,-114.9165375,31.4168425
92,-112.4165325,31.4168425
93,-112.2498655,31.4168425
94,-111.9165315,31.4168425
95,-111.7498645,31.4168425
96,-111.5831975,31.4168425
97,-108.0831905,31.4168425
98,-107.7498565,31.4168425
99,-107.4165225,31.4168425
100,-106.9165215,31.4168425
101,-106.7498545,31.4168425
102,-106.5831875,31.4168425
103,-106.2498535,31.4168425
104,-116.0832065,31.2501755
105,-115.7498725,31.2501755
106,-115.5832055,31.2501755
107,-115.4165385,31.2501755
108,-115.2498715,31.2501755
109,-115.0832045,31.2501755
110,-112.9165335,31.2501755
111,-112.7498665,31.2501755
112,-112.5831995,31.2501755
113,-112.2498655,31.2501755
114,-112.0831985,31.2501755
115,-111.7498645,31.2501755
116,-111.2498635,31.2501755
117,-110.9165295,31.2501755
118,-110.7498625,31.2501755
119,-110.2498615,31.2501755
120,-110.0831945,31.2501755
121,-109.7498605,31.2501755
122,-109.4165265,31.2501755
123,-109.2498595,31.2501755
124,-108.7498585,31.2501755
125,-108.5831915,31.2501755
126,-108.4165245,31.2501755
127,-108.2498575,31.2501755
128,-107.9165235,31.2501755
129,-107.7498565,31.2501755
130,-107.5831895,31.2501755
131,-107.4165225,31.2501755
132,-107.2498555,31.2501755
133,-106.4165205,31.2501755
134,-106.0831865,31.2501755
135,-105.9165195,31.2501755
136,-116.2498735,31.0835085
137,-116.0832065,31.0835085
138,-115.9165395,31.0835085
139,-115.7498725,31.0835085
140,-115.4165385,31.0835085
141,-115.2498715,31.0835085
142,-115.0832045,31.0835085
143,-114.9165375,31.0835085
144,-112.7498665,31.0835085
145,-112.2498655,31.0835085
146,-112.0831985,31.0835085
147,-111.9165315,31.0835085
148,-111.5831975,31.0835085
149,-111.4165305,31.0835085
150,-110.5831955,31.0835085
151,-110.2498615,31.0835085
152,-110.0831945,31.0835085
153,-109.9165275,31.0835085
154,-109.7498605,31.0835085
155,-109.5831935,31.0835085
156,-109.4165265,31.0835085
157,-109.0831925,31.0835085
158,-108.9165255,31.0835085
159,-108.7498585,31.0835085
160,-107.5831895,31.0835085
161,-107.4165225,31.0835085
162,-106.9165215,31.0835085
163,-106.2498535,31.0835085
164,-106.0831865,31.0835085
165,-105.7498525,31.0835085
166,-116.0832065,30.9168415
167,-115.5832055,30.9168415
168,-115.4165385,30.9168415
169,-114.9165375,30.9168415
170,-112.9165335,30.9168415
171,-112.7498665,30.9168415
172,-112.4165325,30.9168415
173,-112.2498655,30.9168415
174,-111.7498645,30.9168415
175,-111.5831975,30.9168415
176,-111.4165305,30.9168415
177,-111.0831965,30.9168415
178,-110.9165295,30.9168415
179,-110.5831955,30.9168415
180,-109.7498605,30.9168415
181,-109.5831935,30.9168415
182,-109.2498595,30.9168415
183,-109.0831925,30.9168415
184,-108.5831915,30.9168415
185,-108.4165245,30.9168415
186,-108.2498575,30.9168415
187,-107.7498565,30.9168415
188,-107.4165225,30.9168415
189,-107.2498555,30.9168415
190,-106.9165215,30.9168415
191,-106.7498545,30.9168415
192,-106.4165205,30.9168415
193,-106.0831865,30.9168415
194,-105.7498525,30.9168415
195,-105.5831855,30.9168415
196,-115.9165395,30.7501745
197,-115.5832055,30.7501745
198,-115.4165385,30.7501745
199,-115.0832045,30.7501745
200,-114.9165375,30.7501745
201,-113.0832005,30.7501745
202,-112.7498665,30.7501745
203,-112.5831995,30.7501745
204,-112.2498655,30.7501745
205,-112.0831985,30.7501745
206,-111.9165315,30.7501745
207,-111.7498645,30.7501745
208,-111.4165305,30.7501745
209,-110.9165295,30.7501745
210,-110.5831955,30.7501745
211,-110.4165285,30.7501745
212,-110.2498615,30.7501745
213,-110.0831945,30.7501745
214,-109.9165275,30.7501745
215,-109.4165265,30.7501745
216,-109.2498595,30.7501745
217,-109.0831925,30.7501745
218,-108.2498575,30.7501745
219,-107.5831895,30.7501745
220,-107.4165225,30.7501745
221,-106.7498545,30.7501745
222,-106.4165205,30.7501745
223,-106.2498535,30.7501745
224,-106.0831865,30.7501745
225,-105.7498525,30.7501745
226,-105.5831855,30.7501745
227,-115.9165395,30.5835075
228,-115.2498715,30.5835075
229,-115.0832045,30.5835075
230,-112.9165335,30.5835075
231,-112.7498665,30.5835075
232,-111.7498645,30.5835075
233,-111.2498635,30.5835075
234,-111.0831965,30.5835075
235,-110.7498625,30.5835075
236,-110.2498615,30.5835075
237,-110.0831945,30.5835075
238,-109.9165275,30.5835075
239,-109.4165265,30.5835075
240,-109.2498595,30.5835075
241,-109.0831925,30.5835075
242,-108.9165255,30.5835075
243,-108.7498585,30.5835075
244,-108.5831915,30.5835075
245,-108.4165245,30.5835075
246,-108.2498575,30.5835075
247,-107.5831895,30.5835075
248,-107.4165225,30.5835075
249,-106.7498545,30.5835075
250,-106.5831875,30.5835075
251,-106.0831865,30.5835075
252,-105.9165195,30.5835075
253,-105.7498525,30.5835075
254,-105.5831855,30.5835075
255,-105.4165185,30.5835075
256,-115.7498725,30.4168405
257,-115.5832055,30.4168405
258,-115.2498715,30.4168405
259,-115.0832045,30.4168405
260,-112.5831995,30.4168405
261,-112.4165325,30.4168405
262,-111.7498645,30.4168405
263,-111.5831975,30.4168405
264,-111.4165305,30.4168405
265,-111.0831965,30.4168405
266,-110.9165295,30.4168405
267,-110.5831955,30.4168405
268,-109.9165275,30.4168405
269,-109.5831935,30.4168405
270,-108.4165245,30.4168405
271,-108.2498575,30.4168405
272,-107.9165235,30.4168405
273,-107.7498565,30.4168405
274,-107.2498555,30.4168405
275,-106.5831875,30.4168405
276,-106.2498535,30.4168405
277,-105.9165195,30.4168405
278,-105.0831845,30.4168405
279,-104.9165175,30.4168405
280,-115.7498725,30.2501735
281,-115.2498715,30.2501735
282,-115.0832045,30.2501735
283,-114.9165375,30.2501735
284,-114.7498705,30.2501735
285,-112.0831985,30.2501735
286,-111.9165315,30.2501735
287,-111.7498645,30.2501735
288,-111.4165305,30.2501735
289,-110.5831955,30.2501735
290,-110.4165285,30.2501735
291,-110.2498615,30.2501735
292,-109.7498605,30.2501735
293,-109.2498595,30.2501735
294,-109.0831925,30.2501735
295,-108.9165255,30.2501735
296,-108.7498585,30.2501735
297,-108.4165245,30.2501735
298,-108.2498575,30.2501735
299,-107.9165235,30.2501735
300,-107.7498565,30.2501735
301,-107.5831895,30.2501735
302,-107.4165225,30.2501735
303,-107.2498555,30.2501735
304,-107.0831885,30.2501735
305,-106.9165215,30.2501735
306,-106.7498545,30.2501735
307,-106.5831875,30.2501735
308,-105.9165195,30.2501735
309,-105.7498525,30.2501735
310,-105.2498515,30.2501735
311,-105.0831845,30.2501735
312,-104.7498505,30.2501735
313,-115.4165385,30.0835065
314,-115.0832045,30.0835065
315,-114.9165375,30.0835065
316,-114.7498705,30.0835065
317,-114.5832035,30.0835065
318,-112.5831995,30.0835065
319,-112.4165325,30.0835065
320,-112.2498655,30.0835065
321,-112.0831985,30.0835065
322,-111.7498645,30.0835065
323,-111.4165305,30.0835065
324,-111.0831965,30.0835065
325,-110.9165295,30.0835065
326,-110.7498625,30.0835065
327,-110.4165285,30.0835065
328,-110.2498615,30.0835065
329,-110.0831945,30.0835065
330,-109.9165275,30.0835065
331,-109.7498605,30.0835065
332,-109.5831935,30.0835065
333,-109.2498595,30.0835065
334,-109.0831925,30.0835065
335,-108.9165255,30.0835065
336,-108.7498585,30.0835065
337,-108.5831915,30.0835065
338,-108.0831905,30.0835065
339,-107.5831895,30.0835065
340,-107.4165225,30.0835065
341,-106.9165215,30.0835065
342,-106.7498545,30.0835065
343,-106.5831875,30.0835065
344,-106.4165205,30.0835065
345,-105.7498525,30.0835065
346,-105.5831855,30.0835065
347,-105.4165185,30.0835065
348,-104.9165175,30.0835065
349,-115.5832055,29.9168395
350,-115.0832045,29.9168395
351,-114.9165375,29.9168395
352,-114.7498705,29.9168395
353,-112.5831995,29.9168395
354,-112.4165325,29.9168395
355,-112.0831985,29.9168395
356,-111.5831975,29.9168395
357,-111.2498635,29.9168395
358,-110.7498625,29.9168395
359,-110.2498615,29.9168395
360,-109.9165275,29.9168395
361,-109.7498605,29.9168395
362,-109.5831935,29.9168395
363,-109.4165265,29.9168395
364,-109.0831925,29.9168395
365,-108.5831915,29.9168395
366,-108.4165245,29.9168395
367,-108.2498575,29.9168395
368,-108.0831905,29.9168395
369,-107.7498565,29.9168395
370,-107.4165225,29.9168395
371,-107.2498555,29.9168395
372,-107.0831885,29.9168395
373,-106.5831875,29.9168395
374,-106.2498535,29.9168395
375,-105.7498525,29.9168395
376,-105.5831855,29.9168395
377,-114.9165375,29.7501725
378,-114.2498695,29.7501725
379,-112.4165325,29.7501725
380,-112.2498655,29.7501725
381,-112.0831985,29.7501725
382,-111.9165315,29.7501725
383,-111.7498645,29.7501725
384,-111.5831975,29.7501725
385,-111.2498635,29.7501725
386,-111.0831965,29.7501725
387,-110.7498625,29.7501725
388,-110.5831955,29.7501725
389,-110.2498615,29.7501725
390,-109.9165275,29.7501725
391,-109.7498605,29.7501725
392,-109.5831935,29.7501725
393,-109.2498595,29.7501725
394,-108.7498585,29.7501725
395,-108.5831915,29.7501725
396,-108.0831905,29.7501725
397,-107.9165235,29.7501725
398,-107.2498555,29.7501725
399,-106.5831875,29.7501725
400,-106.4165205,29.7501725
401,-106.0831865,29.7501725
402,-105.7498525,29.7501725
403,-105.5831855,29.7501725
404,-105.2498515,29.7501725
405,-102.5831795,29.7501725
406,-102.4165125,29.7501725
407,-102.2498455,29.7501725
408,-101.9165115,29.7501725
409,-115.2498715,29.5835055
410,-115.0832045,29.5835055
411,-114.4165365,29.5835055
412,-114.2498695,29.5835055
413,-112.2498655,29.5835055
414,-112.0831985,29.5835055
415,-111.9165315,29.5835055
416,-111.5831975,29.5835055
417,-111.4165305,29.5835055
418,-111.2498635,29.5835055
419,-111.0831965,29.5835055
420,-110.9165295,29.5835055
421,-110.5831955,29.5835055
422,-110.4165285,29.5835055
423,-110.0831945,29.5835055
424,-109.9165275,29.5835055
425,-109.7498605,29.5835055
426,-109.5831935,29.5835055
427,-109.4165265,29.5835055
428,-109.2498595,29.5835055
429,-109.0831925,29.5835055
430,-108.5831915,29.5835055
431,-108.2498575,29.5835055
432,-107.5831895,29.5835055
433,-106.9165215,29.5835055
434,-106.7498545,29.5835055
435,-106.4165205,29.5835055
436,-106.2498535,29.5835055
437,-106.0831865,29.5835055
438,-105.5831855,29.5835055
439,-105.4165185,29.5835055
440,-104.9165175,29.5835055
441,-104.7498505,29.5835055
442,-102.5831795,29.5835055
443,-102.0831785,29.5835055
444,-101.9165115,29.5835055
445,-101.7498445,29.5835055
446,-101.4165105,29.5835055
447,-115.0832045,29.4168385
448,-114.5832035,29.4168385
449,-114.2498695,29.4168385
450,-113.9165355,29.4168385
451,-112.0831985,29.4168385
452,-111.9165315,29.4168385
453,-111.7498645,29.4168385
454,-111.4165305,29.4168385
455,-111.2498635,29.4168385
456,-110.2498615,29.4168385
457,-110.0831945,29.4168385
458,-109.9165275,29.4168385
459,-108.0831905,29.4168385
460,-107.9165235,29.4168385
461,-107.7498565,29.4168385
462,-107.5831895,29.4168385
463,-107.4165225,29.4168385
464,-107.2498555,29.4168385
465,-107.0831885,29.4168385
466,-106.7498545,29.4168385
467,-106.5831875,29.4168385
468,-106.4165205,29.4168385
469,-106.0831865,29.4168385
470,-105.9165195,29.4168385
471,-105.5831855,29.4168385
472,-105.4165185,29.4168385
473,-105.2498515,29.4168385
474,-105.0831845,29.4168385
475,-104.5831835,29.4168385
476,-102.5831795,29.4168385
477,-102.4165125,29.4168385
478,-102.2498455,29.4168385
479,-101.7498445,29.4168385
480,-101.5831775,29.4168385
481,-101.4165105,29.4168385
482,-101.0831765,29.4168385
483,-114.5832035,29.2501715
484,-114.4165365,29.2501715
485,-114.2498695,29.2501715
486,-113.9165355,29.2501715
487,-113.4165345,29.2501715
488,-113.2498675,29.2501715
489,-111.9165315,29.2501715
490,-111.5831975,29.2501715
491,-111.4165305,29.2501715
492,-110.9165295,29.2501715
493,-110.7498625,29.2501715
494,-110.0831945,29.2501715
495,-109.9165275,29.2501715
496,-109.2498595,29.2501715
497,-108.9165255,29.2501715
498,-108.5831915,29.2501715
499,-108.4165245,29.2501715
500,-108.2498575,29.2501715
501,-108.0831905,29.2501715
502,-107.9165235,29.2501715
503,-107.4165225,29.2501715
504,-106.7498545,29.2501715
505,-106.2498535,29.2501715
506,-106.0831865,29.2501715
507,-105.4165185,29.2501715
508,-105.0831845,29.2501715
509,-104.5831835,29.2501715
510,-104.4165165,29.2501715
511,-104.2498495,29.2501715
512,-102.4165125,29.2501715
513,-102.2498455,29.2501715
514,-102.0831785,29.2501715
515,-101.7498445,29.2501715
516,-101.2498435,29.2501715
517,-114.4165365,29.0835045
518,-114.2498695,29.0835045
519,-113.9165355,29.0835045
520,-113.5832015,29.0835045
521,-112.4165325,29.0835045
522,-112.0831985,29.0835045
523,-111.9165315,29.0835045
524,-111.7498645,29.0835045
525,-111.5831975,29.0835045
526,-111.2498635,29.0835045
527,-110.5831955,29.0835045
528,-110.2498615,29.0835045
529,-110.0831945,29.0835045
530,-109.7498605,29.0835045
531,-109.4165265,29.0835045
532,-109.0831925,29.0835045
533,-108.9165255,29.0835045
534,-108.5831915,29.0835045
535,-108.2498575,29.0835045
536,-108.0831905,29.0835045
537,-107.9165235,29.0835045
538,-107.5831895,29.0835045
539,-107.2498555,29.0835045
540,-106.7498545,29.0835045
541,-106.2498535,29.0835045
542,-105.4165185,29.0835045
543,-105.2498515,29.0835045
544,-104.7498505,29.0835045
545,-104.5831835,29.0835045
546,-104.4165165,29.0835045
547,-103.9165155,29.0835045
548,-103.7498485,29.0835045
549,-103.5831815,29.0835045
550,-102.9165135,29.0835045
551,-102.7498465,29.0835045
552,-101.5831775,29.0835045
553,-101.4165105,29.0835045
554,-100.7498425,29.0835045
555,-114.4165365,28.9168375
556,-114.0832025,28.9168375
557,-113.9165355,28.9168375
558,-113.4165345,28.9168375
559,-111.7498645,28.9168375
560,-111.2498635,28.9168375
561,-110.7498625,28.9168375
562,-110.4165285,28.9168375
563,-110.0831945,28.9168375
564,-109.5831935,28.9168375
565,-108.4165245,28.9168375
566,-107.7498565,28.9168375
567,-107.0831885,28.9168375
568,-106.7498545,28.9168375
569,-106.4165205,28.9168375
570,-106.0831865,28.9168375
571,-105.9165195,28.9168375
572,-105.7498525,28.9168375
573,-105.5831855,28.9168375
574,-105.2498515,28.9168375
575,-105.0831845,28.9168375
576,-104.7498505,28.9168375
577,-104.0831825,28.9168375
578,-103.9165155,28.9168375
579,-103.7498485,28.9168375
580,-103.4165145,28.9168375
581,-103.0831805,28.9168375
582,-102.7498465,28.9168375
583,-102.4165125,28.9168375
584,-102.0831785,28.9168375
585,-101.9165115,28.9168375
586,-101.5831775,28.9168375
587,-101.2498435,28.9168375
588,-101.0831765,28.9168375
589,-114.0832025,28.7501705
590,-113.5832015,28.7501705
591,-113.4165345,28.7501705
592,-113.2498675,28.7501705
593,-111.9165315,28.7501705
594,-111.5831975,28.7501705
595,-111.4165305,28.7501705
596,-109.9165275,28.7501705
597,-109.2498595,28.7501705
598,-108.4165245,28.7501705
599,-108.0831905,28.7501705
600,-107.9165235,28.7501705
601,-107.5831895,28.7501705
602,-107.2498555,28.7501705
603,-106.4165205,28.7501705
604,-106.0831865,28.7501705
605,-105.9165195,28.7501705
606,-105.4165185,28.7501705
607,-105.2498515,28.7501705
608,-105.0831845,28.7501705
609,-104.9165175,28.7501705
610,-104.7498505,28.7501705
611,-104.5831835,28.7501705
612,-104.2498495,28.7501705
613,-103.7498485,28.7501705
614,-103.5831815,28.7501705
615,-103.2498475,28.7501705
616,-103.0831805,28.7501705
617,-102.5831795,28.7501705
618,-102.4165125,28.7501705
619,-102.0831785,28.7501705
620,-101.9165115,28.7501705
621,-101.7498445,28.7501705
622,-101.4165105,28.7501705
623,-101.0831765,28.7501705
624,-100.9165095,28.7501705
625,-100.5831755,28.7501705
626,-113.9165355,28.5835035
627,-113.2498675,28.5835035
628,-111.7498645,28.5835035
629,-111.4165305,28.5835035
630,-111.0831965,28.5835035
631,-110.5831955,28.5835035
632,-110.4165285,28.5835035
633,-109.5831935,28.5835035
634,-109.0831925,28.5835035
635,-108.7498585,28.5835035
636,-108.5831915,28.5835035
637,-108.4165245,28.5835035
638,-108.2498575,28.5835035
639,-107.9165235,28.5835035
640,-107.7498565,28.5835035
641,-107.0831885,28.5835035
642,-106.9165215,28.5835035
643,-106.7498545,28.5835035
644,-106.4165205,28.5835035
645,-105.9165195,28.5835035
646,-105.5831855,28.5835035
647,-105.4165185,28.5835035
648,-105.0831845,28.5835035
649,-104.9165175,28.5835035
650,-104.7498505,28.5835035
651,-104.5831835,28.5835035
652,-104.4165165,28.5835035
653,-103.5831815,28.5835035
654,-103.2498475,28.5835035
655,-102.9165135,28.5835035
656,-102.4165125,28.5835035
657,-102.2498455,28.5835035
658,-101.7498445,28.5835035
659,-101.5831775,28.5835035
660,-101.2498435,28.5835035
661,-101.0831765,28.5835035
662,-100.9165095,28.5835035
663,-100.7498425,28.5835035
664,-114.0832025,28.4168365
665,-113.9165355,28.4168365
666,-113.7498685,28.4168365
667,-113.2498675,28.4168365
668,-113.0832005,28.4168365
669,-111.2498635,28.4168365
670,-110.5831955,28.4168365
671,-110.4165285,28.4168365
672,-110.2498615,28.4168365
673,-109.5831935,28.4168365
674,-109.4165265,28.4168365
675,-109.2498595,28.4168365
676,-108.7498585,28.4168365
677,-108.5831915,28.4168365
678,-108.4165245,28.4168365
679,-108.2498575,28.4168365
680,-107.9165235,28.4168365
681,-107.5831895,28.4168365
682,-107.0831885,28.4168365
683,-106.9165215,28.4168365
684,-106.2498535,28.4168365
685,-106.0831865,28.4168365
686,-105.2498515,28.4168365
687,-105.0831845,28.4168365
688,-104.4165165,28.4168365
689,-104.2498495,28.4168365
690,-104.0831825,28.4168365
691,-103.9165155,28.4168365
692,-103.7498485,28.4168365
693,-103.5831815,28.4168365
694,-103.4165145,28.4168365
695,-102.9165135,28.4168365
696,-101.4165105,28.4168365
697,-101.0831765,28.4168365
698,-100.4165085,28.4168365
699,-114.0832025,28.2501695
700,-113.9165355,28.2501695
701,-113.7498685,28.2501695
702,-113.4165345,28.2501695
703,-113.0832005,28.2501695
704,-112.9165335,28.2501695
705,-111.0831965,28.2501695
706,-110.7498625,28.2501695
707,-110.5831955,28.2501695
708,-110.2498615,28.2501695
709,-110.0831945,28.2501695
710,-109.9165275,28.2501695
711,-109.4165265,28.2501695
712,-109.2498595,28.2501695
713,-109.0831925,28.2501695
714,-108.9165255,28.2501695
715,-108.7498585,28.2501695
716,-108.4165245,28.2501695
717,-108.2498575,28.2501695
718,-107.7498565,28.2501695
719,-107.4165225,28.2501695
720,-107.2498555,28.2501695
721,-106.4165205,28.2501695
722,-106.2498535,28.2501695
723,-105.7498525,28.2501695
724,-105.4165185,28.2501695
725,-105.0831845,28.2501695
726,-104.9165175,28.2501695
727,-104.4165165,28.2501695
728,-103.5831815,28.2501695
729,-103.4165145,28.2501695
730,-102.9165135,28.2501695
731,-102.5831795,28.2501695
732,-102.0831785,28.2501695
733,-101.9165115,28.2501695
734,-101.5831775,28.2501695
735,-101.2498435,28.2501695
736,-100.7498425,28.2501695
737,-114.0832025,28.0835025
738,-113.5832015,28.0835025
739,-110.9165295,28.0835025
740,-110.7498625,28.0835025
741,-110.5831955,28.0835025
742,-110.4165285,28.0835025
743,-110.0831945,28.0835025
744,-109.7498605,28.0835025
745,-109.4165265,28.0835025
746,-108.4165245,28.0835025
747,-108.2498575,28.0835025
748,-108.0831905,28.0835025
749,-107.9165235,28.0835025
750,-107.4165225,28.0835025
751,-107.2498555,28.0835025
752,-106.4165205,28.0835025
753,-106.2498535,28.0835025
754,-105.5831855,28.0835025
755,-105.4165185,28.0835025
756,-105.2498515,28.0835025
757,-104.9165175,28.0835025
758,-104.4165165,28.0835025
759,-104.2498495,28.0835025
760,-104.0831825,28.0835025
761,-103.9165155,28.0835025
762,-103.7498485,28.0835025
763,-103.5831815,28.0835025
764,-103.2498475,28.0835025
765,-102.7498465,28.0835025
766,-102.5831795,28.0835025
767,-101.9165115,28.0835025
768,-100.5831755,28.0835025
769,-100.4165085,28.0835025
770,-100.0831745,28.0835025
771,-114.2498695,27.9168355
772,-113.9165355,27.9168355
773,-113.7498685,27.9168355
774,-113.4165345,27.9168355
775,-113.0832005,27.9168355
776,-109.0831925,27.9168355
777,-108.4165245,27.9168355
778,-107.7498565,27.9168355
779,-107.5831895,27.9168355
780,-107.4165225,27.9168355
781,-107.2498555,27.9168355
782,-106.4165205,27.9168355
783,-106.2498535,27.9168355
784,-105.9165195,27.9168355
785,-105.7498525,27.9168355
786,-105.0831845,27.9168355
787,-104.5831835,27.9168355
788,-103.7498485,27.9168355
789,-103.5831815,27.9168355
790,-103.4165145,27.9168355
791,-103.2498475,27.9168355
792,-102.5831795,27.9168355
793,-102.2498455,27.9168355
794,-102.0831785,27.9168355
795,-101.9165115,27.9168355
796,-101.7498445,27.9168355
797,-101.4165105,27.9168355
798,-101.2498435,27.9168355
799,-101.0831765,27.9168355
800,-100.0831745,27.9168355
801,-99.9165075,27.9168355
802,-114.9165375,27.7501685
803,-114.7498705,27.7501685
804,-114.5832035,27.7501685
805,-113.9165355,27.7501685
806,-113.5832015,27.7501685
807,-113.4165345,27.7501685
808,-113.2498675,27.7501685
809,-112.9165335,27.7501685
810,-110.0831945,27.7501685
811,-109.9165275,27.7501685
812,-109.2498595,27.7501685
813,-109.0831925,27.7501685
814,-108.9165255,27.7501685
815,-108.7498585,27.7501685
816,-108.4165245,27.7501685
817,-108.2498575,27.7501685
818,-107.9165235,27.7501685
819,-107.0831885,27.7501685
820,-106.5831875,27.7501685
821,-106.4165205,27.7501685
822,-106.2498535,27.7501685
823,-105.7498525,27.7501685
824,-105.5831855,27.7501685
825,-105.2498515,27.7501685
826,-105.0831845,27.7501685
827,-104.9165175,27.7501685
828,-104.5831835,27.7501685
829,-104.4165165,27.7501685
830,-104.2498495,27.7501685
831,-104.0831825,27.7501685
832,-103.7498485,27.7501685
833,-103.5831815,27.7501685
834,-103.4165145,27.7501685
835,-103.2498475,27.7501685
836,-103.0831805,27.7501685
837,-102.9165135,27.7501685
838,-102.5831795,27.7501685
839,-101.9165115,27.7501685
840,-101.5831775,27.7501685
841,-101.0831765,27.7501685
842,-100.7498425,27.7501685
843,-100.5831755,27.7501685
844,-100.4165085,27.7501685
845,-100.0831745,27.7501685
846,-99.9165075,27.7501685
847,-114.4165365,27.5835015
848,-114.2498695,27.5835015
849,-114.0832025,27.5835015
850,-113.9165355,27.5835015
851,-113.5832015,27.5835015
852,-113.4165345,27.5835015
853,-113.2498675,27.5835015
854,-112.9165335,27.5835015
855,-112.5831995,27.5835015
856,-110.5831955,27.5835015
857,-110.4165285,27.5835015
858,-110.2498615,27.5835015
859,-110.0831945,27.5835015
860,-109.7498605,27.5835015
861,-109.5831935,27.5835015
862,-109.0831925,27.5835015
863,-108.9165255,27.5835015
864,-108.0831905,27.5835015
865,-107.7498565,27.5835015
866,-107.4165225,27.5835015
867,-107.2498555,27.5835015
868,-106.9165215,27.5835015
869,-106.2498535,27.5835015
870,-105.7498525,27.5835015
871,-105.2498515,27.5835015
872,-104.9165175,27.5835015
873,-103.5831815,27.5835015
874,-103.2498475,27.5835015
875,-103.0831805,27.5835015
876,-102.9165135,27.5835015
877,-102.7498465,27.5835015
878,-102.4165125,27.5835015
879,-101.4165105,27.5835015
880,-101.2498435,27.5835015
881,-101.0831765,27.5835015
882,-100.7498425,27.5835015
883,-100.5831755,27.5835015
884,-100.0831745,27.5835015
885,-114.4165365,27.4168345
886,-114.2498695,27.4168345
887,-113.5832015,27.4168345
888,-113.4165345,27.4168345
889,-112.5831995,27.4168345
890,-112.4165325,27.4168345
891,-110.4165285,27.4168345
892,-110.0831945,27.4168345
893,-109.9165275,27.4168345
894,-109.5831935,27.4168345
895,-109.2498595,27.4168345
896,-109.0831925,27.4168345
897,-108.9165255,27.4168345
898,-108.5831915,27.4168345
899,-108.2498575,27.4168345
900,-107.7498565,27.4168345
901,-107.5831895,27.4168345
902,-107.4165225,27.4168345
903,-107.2498555,27.4168345
904,-106.7498545,27.4168345
905,-106.4165205,27.4168345
906,-105.5831855,27.4168345
907,-105.4165185,27.4168345
908,-105.2498515,27.4168345
909,-104.7498505,27.4168345
910,-104.5831835,27.4168345
911,-104.4165165,27.4168345
912,-104.2498495,27.4168345
913,-104.0831825,27.4168345
914,-103.9165155,27.4168345
915,-103.5831815,27.4168345
916,-103.2498475,27.4168345
917,-103.0831805,27.4168345
918,-102.7498465,27.4168345
919,-102.4165125,27.4168345
920,-102.2498455,27.4168345
921,-102.0831785,27.4168345
922,-101.9165115,27.4168345
923,-101.5831775,27.4168345
924,-101.4165105,27.4168345
925,-101.2498435,27.4168345
926,-100.9165095,27.4168345
927,-100.5831755,27.4168345
928,-100.4165085,27.4168345
929,-100.0831745,27.4168345
930,-99.9165075,27.4168345
931,-99.7498405,27.4168345
932,-99.5831735,27.4168345
